misra1,misra2,poet
یوں ناکام رہیں گے کب تک جی میں ہے اک کام کریں ,رسوا ہو کر مر جاویں اس کو بھی بد نام کریں ,Meer Taqi Meer
کسو سے دل نہیں ملتا ہے یا رب ,ہوا تھا کس گھڑی ان سے جدا میں ,Meer Taqi Meer
مرا جی تو آنکھوں میں آیا یہ سنتے ,کہ دیدار بھی ایک دن عام ہوگا ,Meer Taqi Meer
ہستی اپنی حباب کی سی ہے ,یہ نمائش سراب کی سی ہے ,Meer Taqi Meer
دلی کے نہ تھے کوچے اوراق مصور تھے ,جو شکل نظر آئی تصویر نظر آئی ,Meer Taqi Meer
اب دیکھ لے کہ سینہ بھی تازہ ہوا ہے چاک ,پھر ہم سے اپنا حال دکھایا نہ جائے گا ,Meer Taqi Meer
کاش اس کے رو بہ رو نہ کریں مجھ کو حشر میں ,کتنے مرے سوال ہیں جن کا نہیں جواب ,Meer Taqi Meer
شکوۂ آبلہ ابھی سے میرؔ ,ہے پیارے ہنوز دلی دور ,Meer Taqi Meer
غم رہا جب تک کہ دم میں دم رہا ,دل کے جانے کا نہایت غم رہا ,Meer Taqi Meer
ہوش جاتا نہیں رہا لیکن ,جب وہ آتا ہے تب نہیں آتا ,Meer Taqi Meer
ہم نے اپنی سی کی بہت لیکن ,مرض عشق کا علاج نہیں ,Meer Taqi Meer
میر کیا سادے ہیں بیمار ہوئے جس کے سبب ,اسی عطار کے لڑکے سے دوا لیتے ہیں ,Meer Taqi Meer
دل سے رخصت ہوئی کوئی خواہش ,گریہ کچھ بے سبب نہیں آتا ,Meer Taqi Meer
کہا میں نے گل کا ہے کتنا ثبات ,کلی نے یہ سن کر تبسم کیا ,Meer Taqi Meer
عہد جوانی رو رو کاٹا پیری میں لیں آنکھیں موند ,یعنی رات بہت تھے جاگے صبح ہوئی آرام کیا ,Meer Taqi Meer
دے کے دل ہم جو ہو گئے مجبور ,اس میں کیا اختیار ہے اپنا ,Meer Taqi Meer
شعر میرے ہیں گو خواص پسند ,پر مجھے گفتگو عوام سے ہے ,Meer Taqi Meer
کھلنا کم کم کلی نے سیکھا ہے ,اس کی آنکھوں کی نیم خوابی سے ,Meer Taqi Meer
مجھے کام رونے سے اکثر ہے ناصح ,تو کب تک مرے منہ کو دھوتا رہے گا ,Meer Taqi Meer
کوہ کن کیا پہاڑ توڑے گا ,عشق نے زور آزمائی کی ,Meer Taqi Meer
عشق ہے عشق کرنے والوں کو ,کیسا کیسا بہم کیا ہے عشق ,Meer Taqi Meer
وصل اس کا خدا نصیب کرے ,میرؔ دل چاہتا ہے کیا کیا کچھ ,Meer Taqi Meer
کچھ ہو رہے گا عشق و ہوس میں بھی امتیاز ,آیا ہے اب مزاج ترا امتحان پر ,Meer Taqi Meer
کام تھے عشق میں بہت پر میرؔ ,ہم ہی فارغ ہوئے شتابی سے ,Meer Taqi Meer
کاسۂ چشم لے کے جوں نرگس ,ہم نے دیدار کی گدائی کی ,Meer Taqi Meer
کچھ کرو فکر مجھ دیوانے کی ,دھوم ہے پھر بہار آنے کی ,Meer Taqi Meer
لایا ہے مرا شوق مجھے پردے سے باہر ,میں ورنہ وہی خلوتیٔ راز نہاں ہوں ,Meer Taqi Meer
ہم نہ کہتے تھے کہ نقش اس کا نہیں نقاش سہل ,چاند سارا لگ گیا تب نیم رخ صورت ہوئی ,Meer Taqi Meer
روز آنے پہ نہیں نسبت عشقی موقوف ,عمر بھر ایک ملاقات چلی جاتی ہے ,Meer Taqi Meer
بہت کچھ کہا ہے کرو میرؔ بس ,کہ اللہ بس اور باقی ہوس ,Meer Taqi Meer
جو تجھ بن نہ جینے کو کہتے تھے ہم ,سو اس عہد کو اب وفا کر چلے ,Meer Taqi Meer
پیدا کہاں ہیں ایسے پراگندہ طبع لوگ ,افسوس تم کو میرؔ سے صحبت نہیں رہی ,Meer Taqi Meer
لگا نہ دل کو کہیں کیا سنا نہیں تو نے ,جو کچھ کہ میرؔ کا اس عاشقی نے حال کیا ,Meer Taqi Meer
آدم خاکی سے عالم کو جلا ہے ورنہ ,آئینہ تھا تو مگر قابل دیدار نہ تھا ,Meer Taqi Meer
چمن میں گل نے جو کل دعوی جمال کیا ,جمال یار نے منہ اس کا خوب لال کیا ,Meer Taqi Meer
عشق ہے طرز و طور عشق کے تئیں ,کہیں بندہ کہیں خدا ہے عشق ,Meer Taqi Meer
جس سر کو غرور آج ہے یاں تاجوری کا ,کل اس پہ یہیں شور ہے پھر نوحہ گری کا ,Meer Taqi Meer
کچھ نہیں سوجھتا ہمیں اس بن ,شوق نے ہم کو بے حواس کیا ,Meer Taqi Meer
مصائب اور تھے پر دل کا جانا ,عجب اک سانحہ سا ہو گیا ہے ,Meer Taqi Meer
میرؔ جی زرد ہوتے جاتے ہو ,کیا کہیں تم نے بھی کیا ہے عشق ,Meer Taqi Meer
شفق سے ہیں در و دیوار زرد شام و سحر ,ہوا ہے لکھنؤ اس رہ گزر میں پیلی بھیت ,Meer Taqi Meer
خدا کو کام تو سونپے ہیں میں نے سب لیکن ,رہے ہے خوف مجھے واں کی بے نیازی کا ,Meer Taqi Meer
سراپا آرزو ہونے نے بندہ کر دیا ہم کو ,وگرنہ ہم خدا تھے گر دل بے مدعا ہوتے ,Meer Taqi Meer
سب پہ جس بار نے گرانی کی ,اس کو یہ ناتواں اٹھا لایا ,Meer Taqi Meer
جور کیا کیا جفائیں کیا کیا ہیں ,عاشقی میں بلائیں کیا کیا ہیں ,Meer Taqi Meer
اب کے جنوں میں فاصلہ شاید نہ کچھ رہے ,دامن کے چاک اور گریباں کے چاک میں ,Meer Taqi Meer
پرستش کی یاں تک کہ اے بت تجھے ,نظر میں سبھوں کی خدا کر چلے ,Meer Taqi Meer
تدبیر میرے عشق کی کیا فائدہ طبیب ,اب جان ہی کے ساتھ یہ آزار جائے گا ,Meer Taqi Meer
لیتے ہی نام اس کا سوتے سے چونک اٹھے ,ہے خیر میرؔ صاحب کچھ تم نے خواب دیکھا ,Meer Taqi Meer
عشق سے جا نہیں کوئی خالی ,دل سے لے عرش تک بھرا ہے عشق ,Meer Taqi Meer
دیدنی ہے شکستگی دل کی ,کیا عمارت غموں نے ڈھائی ہے ,Meer Taqi Meer
دور بیٹھا غبار میرؔ اس سے ,عشق بن یہ ادب نہیں آتا ,Meer Taqi Meer
میں جو بولا کہا کہ یہ آواز ,اسی خانہ خراب کی سی ہے ,Meer Taqi Meer
عشق کا گھر ہے میرؔ سے آباد ,ایسے پھر خانماں خراب کہاں ,Meer Taqi Meer
مرگ اک ماندگی کا وقفہ ہے ,یعنی آگے چلیں گے دم لے کر ,Meer Taqi Meer
عاشقوں کی خستگی بد حالی کی پروا نہیں ,اے سراپا ناز تو نے بے نیازی خوب کی ,Meer Taqi Meer
تھا مستعار حسن سے اس کے جو نور تھا ,خورشید میں بھی اس ہی کا ذرہ ظہور تھا ,Meer Taqi Meer
ہم آپ ہی کو اپنا مقصود جانتے ہیں ,اپنے سوائے کس کو موجود جانتے ہیں ,Meer Taqi Meer
جو اس شور سے میرؔ روتا رہے گا ,تو ہمسایہ کاہے کو سوتا رہے گا ,Meer Taqi Meer
ہم فقیروں سے بے ادائی کیا ,آن بیٹھے جو تم نے پیار کیا ,Meer Taqi Meer
مرثیے دل کے کئی کہہ کے دئیے لوگوں کو ,شہر دلی میں ہے سب پاس نشانی اس کی ,Meer Taqi Meer
اس کے ایفائے عہد تک نہ جیے ,عمر نے ہم سے بے وفائی کی ,Meer Taqi Meer
یہ فن عشق ہے آوے اسے طینت میں جس کی ہو ,تو زاہد پیر نابالغ ہے بے تہہ تجھ کو کیا آوے ,Meer Taqi Meer
بال و پر بھی گئے بہار کے ساتھ ,اب توقع نہیں رہائی کی ,Meer Taqi Meer
آئے ہو گھر سے اٹھ کر میرے مکاں کے اوپر ,کی تم نے مہربانی بے خانماں کے اوپر ,Meer Taqi Meer
زنداں میں بھی شورش نہ گئی اپنے جنوں کی ,اب سنگ مداوا ہے اس آشفتہ سری کا ,Meer Taqi Meer
کیسا چمن کہ ہم سے اسیروں کو منع ہے ,چاک قفس سے باغ کی دیوار دیکھنا ,Meer Taqi Meer
کون کہتا ہے نہ غیروں پہ تم امداد کرو ,ہم فراموشیوں کو بھی کبھو یاد کرو ,Meer Taqi Meer
حسن تھا تیرا بہت عالم فریب ,خط کے آنے پر بھی اک عالم رہا ,Meer Taqi Meer
آورگان عشق کا پوچھا جو میں نشاں ,مشت غبار لے کے صبا نے اڑا دیا ,Meer Taqi Meer
ہم طور‌ عشق سے تو واقف نہیں ہیں لیکن ,سینے میں جیسے کوئی دل کو ملا کرے ہے ,Meer Taqi Meer
اب مجھ ضعیف و زار کو مت کچھ کہا کرو ,جاتی نہیں ہے مجھ سے کسو کی اٹھائی بات ,Meer Taqi Meer
کتنی باتیں بنا کے لاؤں لیک ,یاد رہتیں ترے حضور نہیں ,Meer Taqi Meer
سرسری تم جہان سے گزرے ,ورنہ ہر جا جہان دیگر تھا ,Meer Taqi Meer
نازک مزاج آپ قیامت ہیں میرؔ جی ,جوں شیشہ میرے منہ نہ لگو میں نشے میں ہوں ,Meer Taqi Meer
کون لیتا تھا نام مجنوں کا ,جب کہ عہد جنوں ہمارا تھا ,Meer Taqi Meer
چاہ کا دعویٰ سب کرتے ہیں مانیں کیوں کر بے آثار ,اشک کی سرخی منہ کی زردی عشق کی کچھ تو علامت ہو ,Meer Taqi Meer
ہم نے جانا تھا لکھے گا تو کوئی حرف اے میرؔ ,پر ترا نامہ تو اک شوق کا دفتر نکلا ,Meer Taqi Meer
منہ تکا ہی کرے ہے جس تس کا ,حیرتی ہے یہ آئینہ کس کا ,Meer Taqi Meer
رات تو ساری گئی سنتے پریشاں گوئی ,میرؔ جی کوئی گھڑی تم بھی تو آرام کرو ,Meer Taqi Meer
اب آیا دھیان اے آرام جاں اس نا مرادی میں ,کفن دینا تمہیں بھولے تھے ہم اسباب شادی میں ,Meer Taqi Meer
وے دن گئے کہ آنکھیں دریا سی بہتیاں تھیں ,سوکھا پڑا ہے اب تو مدت سے یہ دو آبا ,Meer Taqi Meer
سمجھے تھے ہم تو میر کو عاشق اسی گھڑی ,جب سن کے تیرا نام وہ بیتاب سا ہوا ,Meer Taqi Meer
مہر و مہ گل پھول سب تھے پر ہمیں ,چہرئی چہرہ ہمیں بھاتا رہا ,Meer Taqi Meer
دل سے شوق رخ نکو نہ گیا ,جھانکنا تاکنا کبھو نہ گیا ,Meer Taqi Meer
کیا اس آتش باز کے لونڈے کا اتنا شوق میر ,بہہ چلی ہے دیکھ کر اس کو تمہاری رال کچھ ,Meer Taqi Meer
ہیں عناصر کی یہ صورت بازیاں ,شعبدے کیا کیا ہیں ان چاروں کے بیچ ,Meer Taqi Meer
عالم عالم عشق و جنوں ہے دنیا دنیا تہمت ہے ,دریا دریا روتا ہوں میں صحرا صحرا وحشت ہے ,Meer Taqi Meer
کیفیتیں عطار کے لونڈے میں بہت تھیں ,اس نسخے کی کوئی نہ رہی حیف دوا یاد ,Meer Taqi Meer
آفاق کی منزل سے گیا کون سلامت ,اسباب لٹا راہ میں یاں ہر سفری کا ,Meer Taqi Meer
آہ سحر نے سوزش دل کو مٹا دیا ,اس باد نے ہمیں تو دیا سا بجھا دیا ,Meer Taqi Meer
قبائے لالہ و گل میں جھلک رہی تھی خزاں ,بھری بہار میں رویا کیے بہار کو ہم ,Meer Taqi Meer
فرصت میں اک نفس کے کیا درد دل سنوگے ,آئے تو تم ولیکن وقت اخیر آئے ,Meer Taqi Meer
سدا ہم تو کھوئے گئے سے رہے ,کبھو آپ میں تم نے پایا ہمیں ,Meer Taqi Meer
اس پہ تکیہ کیا تو تھا لیکن ,رات دن ہم تھے اور بستر تھا ,Meer Taqi Meer
کیا جانوں چشم تر سے ادھر دل کو کیا ہوا ,کس کو خبر ہے میرؔ سمندر کے پار کی ,Meer Taqi Meer
باہم ہوا کریں ہیں دن رات نیچے اوپر ,یہ نرم شانے لونڈے ہیں مخمل دو خوابا ,Meer Taqi Meer
زیر شمشیر ستم میرؔ تڑپنا کیسا ,سر بھی تسلیم محبت میں ہلایا نہ گیا ,Meer Taqi Meer
خراب رہتے تھے مسجد کے آگے مے خانے ,نگاہ مست نے ساقی کی انتقام لیا ,Meer Taqi Meer
کیا آج کل سے اس کی یہ بے توجہی ہے ,منہ ان نے اس طرف سے پھیرا ہے میرؔ کب کا ,Meer Taqi Meer
یہ توہم کا کارخانہ ہے ,یاں وہی ہے جو اعتبار کیا ,Meer Taqi Meer
میرؔ کو کیوں نہ مغتنم جانے ,اگلے لوگوں میں اک رہا ہے یہ ,Meer Taqi Meer
کعبے میں جاں بہ لب تھے ہم دوریٔ بتاں سے ,آئے ہیں پھر کے یارو اب کے خدا کے ہاں سے ,Meer Taqi Meer
دعویٰ کیا تھا گل نے ترے رخ سے باغ میں ,سیلی لگی صبا کی تو منہ لال ہو گیا ,Meer Taqi Meer
معرکہ گرم تو ہو لینے دو خوں ریزی کا ,پہلے شمشیر کے نیچے ہمیں جا بیٹھیں گے ,Meer Taqi Meer
ہر قدم پر تھی اس کی منزل لیک ,سر سے سودائے جستجو نہ گیا ,Meer Taqi Meer
گر ٹھہرے ملک آگے انھوں کے تو عجب ہے ,پھرتے ہیں پڑے دلی کے لونڈے جو پری سے ,Meer Taqi Meer
رفتگاں میں جہاں کے ہم بھی ہیں ,ساتھ اس کارواں کے ہم بھی ہیں ,Meer Taqi Meer
لکھتے رقعہ لکھے گئے دفتر ,شوق نے بات کیا بڑھائی ہے ,Meer Taqi Meer
عجز و نیاز اپنا اپنی طرف ہے سارا ,اس مشت خاک کو ہم مسجود جانتے ہیں ,Meer Taqi Meer
جب ہم کلام ہم سے ہوتا ہے پان کھا کر ,کس رنگ سے کرے ہے باتیں چبا چبا کر ,Meer Taqi Meer
کہنا تھا کسو سے کچھ تکتا تھا کسو کا منہ ,کل میر کھڑا تھا یاں سچ ہے کہ دوانہ تھا ,Meer Taqi Meer
ان نے تو تیغ کھینچی تھی پر جی چلا کے میرؔ ,ہم نے بھی ایک دم میں تماشا دکھا دیا ,Meer Taqi Meer
منہ کھولے تو روز ہے روشن زلف بکھیرے رات ہے پھر ,ان طوروں سے عاشق کیوں کر صبح کو اپنی شام کریں ,Meer Taqi Meer
دھولا چکے تھے مل کر کل لونڈے میکدے کے ,پر سرگراں ہو واعظ جاتا رہا سٹک کر ,Meer Taqi Meer
پوشیدہ راز عشق چلا جائے تھا سو آج ,بے طاقتی نے دل کی وہ پردہ اٹھا دیا ,Meer Taqi Meer
مت رنجہ کر کسی کو کہ اپنے تو اعتقاد ,دل ڈھائے کر جو کعبہ بنایا تو کیا ہوا ,Meer Taqi Meer
ہاں خدا مغفرت کرے اس کو ,صبر مرحوم تھا عجب کوئی ,Meer Taqi Meer
رہا تھا دیکھ اودھر میر چلتے ,عجب اک ناامیدی تھی نظر میں ,Meer Taqi Meer
گر پرستش خدا کی ثابت کی ,کسو صورت میں ہو بھلا ہے عشق ,Meer Taqi Meer
کیا جانئے کہ عشق میں خوں ہو گیا کہ داغ ,چھاتی میں اب تو دل کی جگہ ایک درد ہے ,Meer Taqi Meer
سبز ہوتی ہی نہیں یہ سرزمیں ,تخم خواہش دل میں تو بوتا ہے کیا ,Meer Taqi Meer
کپڑے گلے کے میرے نہ ہوں آب دیدہ کیوں ,مانند ابر دیدۂ تر اب تو چھا گیا ,Meer Taqi Meer
میر اس قاضی کے لونڈے کے لیے آخر موا ,سب کو قضیہ اس کے جینے کا تھا بارے چک گیا ,Meer Taqi Meer
وصل و ہجراں دو جو منزل ہیں یہ راہ عشق میں ,دل غریب ان میں خدا جانے کہاں مارا گیا ,Meer Taqi Meer
روئے سخن ہے کیدھر اہل جہاں کا یا رب ,سب متفق ہیں اس پر ہر ایک کا خدا ہے ,Meer Taqi Meer
گر اس کے اور کوئی گرمی سے دیکھتا ہے ,اک آگ لگ اٹھے ہے اپنے تو تن بدن میں ,Meer Taqi Meer
